title,year,director,duration,cast,genre,imdb_rating,budget,revenue,profit_percent
Westfront 1918,1930,Georg Wilhelm Pabst,75,"Fritz Kampers, Gustav Diessl, Hans-Joachim Moebis",Horror  •  Psychological Horror  •  Psychological Thriller,7.3,0,0,NA
Gulliver's Travels,1939,Dave Fleischer,75,"Jessica Dragonette, Lanny Ross, Pinto Colvig",Anti-War Film  •  Drama  •  Foreign Language Film,6.6,112000000,237382724,111.94886071428571
Life,1999,Ted Demme,108,"Eddie Murphy, Martin Lawrence, Obba Babatundé",Adventure  •  Animation  •  Based-on-18th-Century-Literature,6.8,58000000,100541806,73.34794137931034
New Tale of Zatoichi,1963,Tokuzô Tanaka,91,"Shintarô Katsu, Mikiko Tsubouchi, Seizaburô Kawazu",Buddy Film  •  Comedy Drama  •  Crime,7.3,0,0,NA
Waxworks,1924,"Leo Birinsky, Paul Leni",65,"Emil Jannings, Conrad Veidt, Werner Krauss",Action  •  Adventure  •  Adventure Drama,6.6,0,0,NA
Best Seller,1987,John Flynn,110,"James Woods, Brian Dennehy, Victoria Tennant",Anthology Film  •  Comedy Drama  •  Drama,6.4,0,0,NA
Revolver,2005,Guy Ritchie,115,"Ray Liotta, Vincent Pastore, Jason Statham",Drama  •  Psychological Thriller  •  Thriller,6.3,27000000,7164778,-73.46378518518519
Narrow Margin,1990,Peter Hyams,97,"Gene Hackman, Anne Archer, James Sikking",Crime Drama  •  Crime  •  Drama,6.6,17500000,10900000,-37.714285714285715
G Men,1935,William Keighley,85,"Ann Dvorak, Margaret Lindsay, Robert Armstrong",Action Thriller  •  Thriller,7.1,450000,0,NA
Big Business,1929,"James W. Horne, Leo McCarey",19,"Stan Laurel, Oliver Hardy, James Finlayson",Crime Drama  •  Crime  •  Drama,7.6,0,0,NA
Pinchcliffe Grand Prix,1975,Ivo Caprino,88,"Frank Robert, Wenche Foss, Leif Juster",Comedy  •  Short Film  •  Silent Film,8.4,0,0,NA
The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,150,"Ben Barnes, Peter Dinklage, Georgie Henley",Adventure  •  Adventure Comedy  •  Animation,6.5,225000000,419665568,86.51803022222222
Red Riding: The Year of Our Lord 1983,2009,Anand Tucker,100,"David Morrissey, Chris Walker, Jim Carter",Adventure  •  Based-on-20th-Century-Literature  •  Family-Oriented Adventure,7.1,0,0,NA
The War Zone,1999,Tim Roth,98,"Ray Winstone, Lara Belmont, Freddie Cunliffe",Crime Drama  •  Crime  •  Drama,7.2,0,0,NA
The Eye,2002,"Oxide Pang Chun, Danny Pang",98,"Pierre Png, Angelica Lee, Lawrence Chou",Based-on-20th-Century-Literature  •  Coming-of-Age  •  Drama,6.6,12000000,58010320,383.4193333333333
Butterflies Are Free,1972,Milton Katselas,109,"Goldie Hawn, Edward Albert, Eileen Heckart",Foreign Language Film  •  Horror  •  Psychological Horror,7.2,0,0,NA
The Black Imp,1905,Georges Méliès,4,Georges Melies,Comedy  •  Romance  •  Romantic Comedy,6.9,0,0,NA
Master of the House,1925,Carl Theodor Dreyer,107,"Johannes Meyer, Astrid Holm, Karin Nellemose",Fantasy  •  Short Film  •  Silent Film,7,0,0,NA
The Wings of Eagles,1957,John Ford,110,"John Wayne, Dan Dailey, Maureen O'Hara",Comedy Drama  •  Domestic Comedy  •  Drama,6.6,0,0,NA
Jane Eyre,1996,Franco Zeffirelli,112,"William Hurt, Charlotte Gainsbourg, Joan Plowright",Based-on-a-True-Story  •  Biography  •  Biopic,6.8,1705000,3550000,108.21114369501466
Fly Away Home,1996,Carroll Ballard,107,"Jeff Daniels, Anna Paquin, Terry Kinney",Based-on-19th-Century-Literature  •  Costume Romance  •  Drama,6.9,22000000,25143818,14.290081818181818
Juggernaut,1974,Richard Lester,109,"Richard Harris, Omar Sharif, David Hemmings",Adventure  •  Animal Picture  •  Coming-of-Age,6.6,0,3400000,NA
Stargate SG-1: Children of the Gods,1997,Mario Azzopardi,92,"Don S. Davis, Amanda Tapping, Christopher Judge",Action  •  Action Thriller  •  Disaster Film,8.1,0,0,NA
The Balloonatic,1923,"Buster Keaton, Edward F. Cline",22,"Buster Keaton, Phyllis Haver, Babe London",Action  •  Adventure  •  Fantasy Adventure,6.6,0,0,NA
Indian Summer,1993,Mike Binder,97,"Alan Arkin, Matt Craven, Diane Lane",Comedy  •  Romance  •  Romantic Comedy,6.6,0,0,NA
I Origins,2014,Mike Cahill,113,"Michael Pitt, Brit Marling, Astrid Bergès-Frisbey",Comedy Drama  •  Ensemble Film  •  Reunion Films,7.3,1000000,481234,-51.876599999999996
Heartbeats,2010,Xavier Dolan,95,"Monia Chokri, Xavier Dolan, Niels Schneider",Drama  •  Medical Drama  •  Romance,7,0,0,NA
The Great White Hope,1970,Martin Ritt,103,"James Earl Jones, Lou Gilbert, Joel Fluellen",Drama  •  Foreign Language Film  •  Romance,6.9,0,0,NA
Rock Star,2001,Stephen Herek,105,"Mark Wahlberg, Timothy Olyphant, Jason Flemyng",Based-on-a-True-Story  •  Biopic  •  Drama,6.3,57000000,19334145,-66.08044736842106
Splinter,2008,Toby Wilkins,82,"Charles Baker, Jill Wagner, Paulo Costanzo",Drama  •  Musical Drama  •  Period Film,6.1,0,124191,NA
Me and Orson Welles,2009,Richard Linklater,114,"Christian McKay, Claire Danes, Zac Efron",Body Horror  •  Horror  •  Monster Film,6.7,25000000,2336172,-90.655312
Bells Are Ringing,1960,Vincente Minnelli,127,"Judy Holliday, Dean Martin, Fred Clark",Comedy Drama  •  Coming-of-Age  •  Drama,6.9,0,0,NA
The Case of the Bloody Iris,1972,Giuliano Carnimeo,94,"Edwige Fenech, George Hilton, Annabella Incontrera",Comedy  •  Musical Comedy  •  Musical Romance,6.4,0,0,NA
"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",2017,Chris Smith,94,"Jim Carrey, Danny DeVito, Milos Forman",Foreign Language Film  •  Giallo  •  Horror,7.6,0,0,NA
A Love Song For Bobby Long,2004,Shainee Gabel,119,"John Travolta, Gabriel Macht, Deborah Kara Unger",Biography  •  Documentary  •  Media Documentary,7.1,0,1841260,NA
Chocolat,1988,Claire Denis,105,"Isaach de Bankolé, Emmet Judson Williamson, Jean Bediere",Drama  •  Ensemble Film  •  Melodrama,7.3,18500000,0,NA
Final Destination 5,2011,Steven Quale,95,"Nicholas D'Agosto, Emma Bell, Miles Fisher",Childhood Drama  •  Drama  •  Female-Directed Film,5.9,40000000,157887643,294.7191075
Topper Returns,1941,Roy Del Ruth,88,"Joan Blondell, Roland Young, Billie Burke",Horror  •  Slasher Film  •  Teen Movie,6.8,0,0,NA
How to Survive a Plague,2012,David France,109,"David Barr, Gregg Bordowitz, Jim Eigo",Comedy  •  Fantasy  •  Fantasy Comedy,7.6,0,122665,NA
Unthinkable,2010,Gregor Jordan,97,"Gil Bellows, Samuel L. Jackson, Michael Sheen",Culture and Society  •  Documentary,7,15000000,0,NA
Mr. Destiny,1990,James Orr,110,"Jim Belushi, Linda Hamilton, Michael Caine",Political Thriller  •  Psychological Thriller  •  Thriller,6.4,20000000,15379253,-23.103735
End of the Century: The Story of the Ramones,2004,"Jim Fields, Michael Gramaglia",110,"Johnny Ramone, Tommy Ramone, Marky Ramone",Comedy  •  Fantasy Comedy  •  Fantasy,7.9,0,0,NA
The Old Man & the Gun,2018,David Lowery,93,"Robert Redford, Casey Affleck, Sissy Spacek",Biography  •  Documentary  •  Music,7.5,15800000,11277120,-28.62582278481013
Holy Smoke,1999,Jane Campion,115,"Kate Winslet, Paul Goddard, Tim Robertson",Based-on-a-True-Story  •  Biopic  •  Comedy,5.9,15000000,1765545,-88.2297
Grave Encounters,2011,The Vicious Brothers,92,"Sean Rogerson, Juan Riedinger, Ashleigh Gryzko",Drama  •  Psychological Drama  •  Religious Drama,6.1,1000000,0,NA
The Entertainer,1960,Tony Richardson,105,"Brenda de Banzie, Joan Plowright, Roger Livesey",Found Footage Film  •  Ghost Film  •  Haunted House Film,7.1,0,0,NA
Watch on the Rhine,1943,Herman Shumlin,114,"Paul Lukas, Geraldine Fitzgerald, Bette Davis",British New Wave  •  Drama  •  Family Drama,7.1,0,0,NA
Faster,2010,George Tillman Jr.,98,"Dwayne Johnson, Billy Bob Thornton, Carla Gugino",Based-on-Theatre  •  Drama  •  Spy Film,6.4,24000000,23081726,-3.8261416666666666
Over the Hedge,2006,Tim Johnson,83,"Bruce Willis, Garry Shandling, Steve Carell",Action  •  Action Thriller  •  Crime,6.7,80000000,343397247,329.24655875
The Sniper,1952,Edward Dmytryk,87,"Arthur Franz, Adolphe Menjou, Gerald Mohr",Animation  •  Based-on-Comics  •  Comedy,7.1,0,0,NA
The Longest Yard,2005,Peter Segal,113,"Adam Sandler, Chris Rock, Burt Reynolds",Crime  •  Film Noir  •  Police Detective Film,6.4,90000000,191466556,112.74061777777777
Osaka Elegy,1936,Kenji Mizoguchi,90,"Isuzu Yamada, Seiichi Takegawa, Chiyoko Okura",Comedy  •  Prison Film  •  Sports Comedy,7.2,0,0,NA
Hustlers,2019,Lorene Scafaria,109,"Constance Wu, Jennifer Lopez, Julia Stiles",Drama  •  Family Drama  •  Feminist Film,6.3,20000000,157563598,687.81799
Muppets from Space,1999,Tim Hill,87,"Dave Goelz, Jeffrey Tambor, Frank Oz",Comedy Drama  •  Con Artist / Hustler  •  Crime Drama,6.2,24000000,22300000,-7.083333333333333
Terror by Night,1946,Roy William Neill,60,"Basil Rathbone, Renee Godfrey, Mary Forbes",Based-on-Television  •  Comedy  •  Family,6.7,0,0,NA
Green Card,1990,Peter Weir,107,"Gérard Depardieu, Andie MacDowell, Robert Prosky",Adventure  •  Adventure Drama  •  Crime,6.3,0,0,NA
The Lunchbox,2013,Ritesh Batra,104,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui",Comedy Drama  •  Drama  •  Romance,7.8,3400000,17240000,407.0588235294117
Dolemite,1975,D'Urville Martin,90,"Rudy Ray Moore, D'Urville Martin, Jerry Jones",Bollywood  •  Drama  •  Romance,5.6,120000,12000000,9900
Reefer Madness,2005,Andy Fickman,112,"Christian Campbell, Ana Gasteyer, Amy Spanger",Action Comedy  •  Action  •  Blaxploitation,7.1,25000000,8972,-99.964112
Deadwood: The Movie,2019,Daniel Minahan,110,"Timothy Olyphant, Ian McShane, Molly Parker",Comedy  •  Musical  •  Parody/Spoof,7.3,0,0,NA
Bright Eyes,1934,David Butler,85,"Shirley Temple, James Dunn, Jane Darwell",Based-on-Television  •  Made-for-Television  •  Period Film,7.2,0,0,NA
Shock,1977,Mario Bava,95,"David Colin, Jr., Ivan Rassimov, John Steiner",Comedy  •  Drama  •  Family,6.3,375000,0,NA
Olympia Part One: Festival of the Nations,1938,Leni Riefenstahl,121,"Sueo Ôe, David Albritton, Jack Beresford",Ghost Film  •  Haunted House Film  •  Horror,7.7,550000,0,NA
Broadway Melody of 1940,1940,Norman Taurog,102,"Fred Astaire, Eleanor Powell, Frank Morgan",Documentary  •  Foreign Language Film  •  Sports and Recreation,7.3,0,0,NA
The Paleface,1922,Buster Keaton,20,"Buster Keaton, Virginia Fox, Joe Roberts",Drama  •  Musical  •  Musical Drama,6.8,0,0,NA
Spite Marriage,1929,Edward Sedgwick,76,"Buster Keaton, Dorothy Sebastian, Edward Earle",Comedy  •  Short Film  •  Silent Film,6.9,0,0,NA
Cannibal Apocalypse,1980,Antonio Margheriti,96,"John Saxon, Elizabeth Turner, Giovanni Lombardo Radice",Comedy of Errors  •  Comedy  •  Romance,7.1,0,0,NA
Piper,2016,Alan Barillaro,6,NA,Cannibal Film  •  Exploitation Film  •  Foreign Language Film,8.3,0,0,NA
The Covenant,2023,Guy Ritchie,123,"Jake Gyllenhaal, Dar Salim, Emily Beecham",Animal Picture  •  Animation  •  Family,5.2,20000000,37597471,87.987355
Wild Zero,1999,Tetsuro Takeuchi,98,"Guitar Wolf, Drum Wolf, Base Wolf",Action Thriller  •  Action  •  Thriller,6.3,0,0,NA
Shanghai Knights,2003,David Dobkin,114,"Aaron Taylor-Johnson, Owen Wilson, Aidan Gillen",Action  •  Biker Film  •  Comedy,6.2,50000000,88323487,76.646974
Chuck & Buck,2000,Miguel Arteta,96,"Mike White, Chris Weitz, Lupe Ontiveros",Action Comedy  •  Action  •  Buddy Film,5.8,250000,1182065,372.826
The Lost Room,2006,"Craig R. Baxley, Michael W. Watkins",270,"Peter Krause, Juliana Margulies, Dennis Christopher",Black Comedy  •  Comedy Drama  •  Drama,8.1,0,0,NA
Bataan,1943,Tay Garnett,114,"George Murphy, Lee Bowman, Thomas Mitchell",Action  •  Fantasy  •  Made-for-Television,6.9,0,0,NA
The Normal Heart,2014,Ryan Murphy,133,"Mark Ruffalo, Matt Bomer, Taylor Kitsch",Combat Films  •  Drama  •  War Drama,7.9,0,0,NA
Never Give a Sucker an Even Break,1941,Edward F. Cline,71,"W.C. Fields, Gloria Jean, Leon Errol",Docudrama  •  Drama  •  Made-for-Television,7,0,0,NA
School Daze,1988,Spike Lee,121,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell",Absurd Comedy  •  Comedy  •  Comedy of Errors,6.1,0,0,NA
The Funeral,1996,Abel Ferrara,99,"Christopher Walken, Isabella Rossellini, Benicio Del Toro",Comedy  •  Ensemble Film  •  Message Movie,6.6,12500000,1227324,-90.18140799999999
Ghosts Before Breakfast,1928,Hans Richter,6,"Werner Graeff, Walter Gronostay, Paul Hindemith",Crime  •  Crime Drama  •  Drama,7.1,0,0,NA
Love Lies Bleeding,2024,Rose Glass,104,"Kristen Stewart, Katy O'Brian, Ed Harris",Animation  •  Avant-garde / Experimental  •  Short Film,6.6,10000000,12778225,27.782249999999998
Despicable Me 2,2013,"Pierre Coffin, Chris Renaud",98,"Steve Carell, Kristen Wiig, Russell Brand",Action Thriller  •  Action  •  Adventure,7.3,76000000,970766005,1177.3236907894736
Weathering with You,2019,Makoto Shinkai,111,"Kotaro Daigo, Nana Mori, Tsubasa Honda",Animation  •  Comedy  •  Family-Oriented Comedy,7.5,0,186965409,NA
Chushingura,1962,Hiroshi Inagaki,207,"Takashi Shimura, Koshiro Matsumoto, Makoto Satô",Animation  •  Anime  •  Drama,7.6,0,0,NA
The Danish Girl,2015,Tom Hooper,120,"Alicia Vikander, Eddie Redmayne, Amber Heard",Action  •  Based-on-a-True-Story  •  Drama,7.1,15000000,64200000,328
Hearts Beat Loud,2018,Brett Haley,97,"Nick Offerman, Kiersey Clemons, Ted Danson",Based-on-a-True-Story  •  Biopic  •  Drama,6.9,2000000,2115765,5.788250000000001
The Atomic Cafe,1982,"Jayne Loader, Kevin Rafferty, Pierce Rafferty",86,NA,Drama,7.6,300000,22293,-92.569
Pearl Jam Twenty,2011,Cameron Crowe,109,"Eddie Vedder, Chris Cornell",Documentary  •  Female-Directed Film  •  History,8.2,0,471334,NA
Shadows in Paradise,1986,Aki Kaurismäki,76,"Matti Pellonpää, Kati Outinen, Sakari Kuosmanen",Biography  •  Documentary  •  Music,7.5,0,0,NA
Air Force,1943,Howard Hawks,124,"John Ridgley, Gig Young, Arthur Kennedy",Comedy Drama  •  Comedy  •  Drama,7,0,0,NA
Those Magnificent Men in Their Flying Machines,1965,Ken Annakin,138,"Stuart Whitman, Gert Fröbe, Robert Morley",Combat Films  •  Epic  •  War,7,5600000,29950000,434.82142857142856
Chip 'n Dale: Rescue Rangers,2022,Akiva Schaffer,97,"Andy Samberg, John Mulaney, KiKi Layne",Adventure  •  Adventure Comedy  •  Comedy,6.9,70000000,623190,-99.10972857142856
Infernal Affairs II,2003,"Wai-keung Lau, Alan Mak",119,"Eric Tsang, Edison Chen, Carina Lau",Action Comedy  •  Action  •  Adventure Comedy,7.2,125000,3208262,2466.6096
Tales From Earthsea,2006,Goro Miyazaki,115,"Timothy Dalton, Willem Dafoe, Mariska Hargitay",Crime Drama  •  Crime Thriller  •  Crime,6.3,22000000,68625104,211.9322909090909
Class of Nuke 'Em High,1986,"Richard W. Haines, Michael Herz, Lloyd Kaufman",85,"Janelle Brady, Gil Brenton, Robert Prichard",Adventure  •  Animation  •  Anime,5.6,2000000,0,NA
Secret Sunshine,2007,Chang-dong Lee,142,"Jeon Do-Yeon, Kang-ho Song, Yeong-jin Jo",Black Comedy  •  Comedy  •  Horror Comedy,7.5,2900000,11581469,299.361
Cookie's Fortune,1999,Robert Altman,118,"Glenn Close, Julianne Moore, Liv Tyler",Based-on-20th-Century-Literature  •  Comedy  •  Drama,6.8,10000000,10920544,9.20544
Spencer,2021,Pablo Larraín,111,"Kristen Stewart, Timothy Spall, Jack Nielen",Comedy  •  Crime  •  Crime Comedy,6.5,18000000,14000000,-22.22222222222222
The Horse's Mouth,1958,Ronald Neame,97,"Alec Guinness, Kay Walsh, Renee Houston",Based-on-a-True-Story  •  Biopic  •  Drama,6.9,0,0,NA
Breathless,1983,Jim McBride,101,"William Tepper, Richard Gere, Valérie Kaprisky",Comedy Drama  •  Comedy of Manners  •  Drama,6,8,10,25
Celebrity,1998,Woody Allen,113,"Kenneth Branagh, Famke Janssen, Melanie Griffith",Crime Drama  •  Crime  •  Drama,6.3,12000000,5078660,-57.677833333333325
The Four Seasons,1981,Alan Alda,107,"Alan Alda, Len Cariou, Rita Moreno",Comedy  •  Comedy of Manners  •  Ensemble Film,6.8,0,50427646,NA
Ella Enchanted,2004,Tommy O'Haver,96,"Anne Hathaway, Hugh Dancy, Cary Elwes",Comedy Drama  •  Ensemble Film  •  Marriage Drama,6.3,31000000,27400000,-11.612903225806452
Street Kings,2008,David Ayer,109,"Keanu Reeves, Hugh Laurie, Chris Evans",Based-on-20th-Century-Literature  •  Comedy  •  Fairy Tales and Legends,6.8,20000000,66476363,232.38181500000002
Telefon,1977,Don Siegel,102,"Charles Bronson, Donald Pleasence, Alan Badel",Crime  •  Crime Drama  •  Drama,6.5,0,0,NA
House of Strangers,1949,Joseph L. Mankiewicz,101,"Edward G. Robinson, Susan Hayward, Richard Conte",Action  •  Action Thriller  •  Spy Film,7.3,0,0,NA
Nacho Libre,2006,Jared Hess,100,"Jack Black, Richard Montoya, Darius Rose",Drama  •  Family Drama  •  Film Noir,5.9,35000000,99255460,183.58702857142856
Traitor,2008,Jeffrey Nachmanoff,114,"Don Cheadle, Guy Pearce, Saïd Taghmaoui",Comedy  •  Absurd Comedy  •  Buddy Film,6.9,22000000,23530831,6.958322727272727
Bagdad Cafe,1987,Percy Adlon,95,"Marianne Sägebrecht, CCH Pounder, Jack Palance",Action Thriller  •  Drama  •  Spy Film,7.4,0,3732660,NA
Alice in Wonderland,1949,Dallas Bower,76,"Carol Marsh, Stephen Murray, Pamela Brown",Americana  •  Comedy Drama  •  Ensemble Film,6.2,200000000,1025467110,412.73355499999997
The Mexican,2001,Gore Verbinski,123,"J.K. Simmons, Gene Hackman, Brad Pitt",Animated Musical  •  Animation  •  Based-on-19th-Century-Literature,6.1,57000000,147845033,159.37725087719298
Kiss of Death,1995,Barbet Schroeder,101,"David Caruso, Samuel L. Jackson, Nicolas Cage",Comedy  •  Crime Comedy  •  Crime,5.9,0,0,NA
Murder By Numbers,2002,Barbet Schroeder,120,"Sandra Bullock, Ryan Gosling, Michael Pitt",Crime Drama  •  Crime Thriller  •  Crime,6.2,50000000,56714147,13.428294
Just Neighbors,1919,"Harold Lloyd, Frank Terry",13,"Harold Lloyd, Bebe Daniels, 'Snub' Pollard",Thriller  •  Police Detective Film  •  Psychological Thriller,6.2,0,0,NA
Fat Girl,2001,Catherine Breillat,86,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo",Comedy  •  Short Film  •  Silent Film,6.4,0,766000,NA
